id,geohash,is_dispatch,station_id
B0FFHC94OI,wtmg0k,1,5e9e9ed128878574728b4569
B0FFH7V74N,wtmg0k,1,5e9e9ed128878574728b4569
B0FFF9V2RI,wtme5u,1,
B0FFFTHSWM,wtmfz2,1,
B0FFH88AVX,wtmfz2,1,
B0FFIN7MD2,wtmdxp,1,5ce7764625e1f7d35e8b456b
B023F0PALE,wtmdxp,1,5ce7764625e1f7d35e8b456b
B023F0QKNX,wtmdxp,1,5ce7764625e1f7d35e8b456b
B0FFHTNE1Z,wtmdxp,1,5ce7764625e1f7d35e8b456b
B023F02L9F,wtmdxp,1,5ce7764625e1f7d35e8b456b
B0FFI1QGII,wtmdxp,1,5ce7764625e1f7d35e8b456b
B023F0PXL1,wtmdxp,1,5ce7764625e1f7d35e8b456b
B0FFGFXIDB,wtmdxp,1,5ce7764625e1f7d35e8b456b
B0FFJGH991,wtmdxp,1,5ce7764625e1f7d35e8b456b
B023F0P4VQ,wtmdxp,1,5ce7764625e1f7d35e8b456b
B023F02NE8,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFHZ1SGZ,wtmf8q,1,5e87e20f26c3d175768b456c
B023F0P37D,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFFZ0O51,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFG9ASQL,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFKQ7FFX,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFG4WKBT,wtmf8q,1,5e87e20f26c3d175768b456c
B023F02NE7,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFHZ1S2K,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFF9UXO8,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFH424GF,wtmf8q,1,5e87e20f26c3d175768b456c
B023F02NKF,wtmf8q,1,5e87e20f26c3d175768b456c
B023F02NKM,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFH242VI,wtmf8q,1,5e87e20f26c3d175768b456c
B0FFFV38GX,wtmf8q,1,5e87e20f26c3d175768b456c
B023F02UPV,wtmeqc,1,
B0FFHJ2TUK,wtmeqc,1,
B023F0PVNW,wtmeqc,1,
B0FFH1LT8F,wtmfbq,1,
B0FFJ299EJ,wtmfbq,1,
B023F02T39,wtmfun,1,
B0FFHMNB44,wtmfun,1,
B023F02T6Z,wtmfun,1,
B023F0OUBX,wtmfy2,1,
B023F02SGS,wtmfy2,1,
B023F0QN4J,wtmfy2,1,
B023F0P7RC,wtmfy2,1,
B023F01FW1,wtmfy2,1,
B023F0Q533,wtmfy2,1,
B023F00MY6,wtmfy2,1,
B023F02TF8,wtmfy2,1,
B023F02T55,wtmfy2,1,
B023F0OSCZ,wtmfy2,1,
B023F0P4X5,wtmfy2,1,
B023F0QN4J,wtmfy2,1,
B023F01EZ1,wtmfy2,1,
B0FFF2NV88,wtmfy2,1,
B023F01EZ3,wtmfy2,1,
B0FFFAFB9P,wtmfy2,1,
B023F0QF7Y,wtmfy2,1,
B023F02VDB,wtmfy2,1,
B023F018C5,wtmfwr,1,
B023F0OU34,wtmfwr,1,
B023F0R8RV,wtmfwr,1,
B023F02T3Y,wtmfwr,1,
B023F0OSF0,wtmfwr,1,
B023F0OT0A,wtmfwr,1,
B023F02KDW,wtmfwr,1,
B023F03AVR,wtmfwr,1,
B023F02SBJ,wtmfwr,1,
B0FFH245VD,wtmfyd,1,
B023F02T4Z,wtmfyd,1,
B023F023V7,wtmfyd,1,
B023F01CTO,wtmfyd,1,
B023F02XVN,wtmfyd,1,
B023F02XW2,wtmfyd,1,
B023F02VT1,wtmfyd,1,
B0FFFELNR9,wtmfyd,1,
B023F02KHB,wtmfyd,1,
B023F033MT,wtmfyd,1,
B023F030J0,wtmfyd,1,
B023F02YFK,wtmfyd,1,
B023F02KLD,wtmen0,1,5ce7760e25e1f7d35e8b456a
B0FFHQOPO0,wtmen0,1,5ce7760e25e1f7d35e8b456a
B023F0OTXE,wtmen0,1,5ce7760e25e1f7d35e8b456a
B023F0P4M9,wtmen0,1,5ce7760e25e1f7d35e8b456a
B023F02L9P,wtmen0,1,5ce7760e25e1f7d35e8b456a
B0FFI2ILNG,wtmen0,1,5ce7760e25e1f7d35e8b456a
B023F0389P,wtmen0,1,5ce7760e25e1f7d35e8b456a
B0FFIT8XQ0,wtmen0,1,5ce7760e25e1f7d35e8b456a
B023F023RM,wtmee0,1,
B0FFGS8GOK,wtmee0,1,
B023F02P54,wtmee0,1,
B0FFGZMXG0,wtmee0,1,
B0FFHMGZX4,wtmee0,1,
B023F02WUT,wtmfwj,1,
B0FFF9UZX0,wtmfwj,1,
B0FFF9UTBK,wtmfwj,1,
B0FFHMMGO2,wtmfwj,1,
B023F02TFI,wtmfwj,1,
B0FFG0DEWU,wtmfbh,1,
B023F0POAK,wtmfbh,1,
B0FFJOWWML,wtmfbh,1,
B023F0QD4M,wtmfbh,1,
B0FFG4S796,wtmfbh,1,
B0FFJ0RQAJ,wtmfbh,1,
B0FFHDBS77,wtmfbh,1,
B0FFFGYHZ9,wtmf84,1,5e87e23026c3d175768b456d
B023F01BVK,wtmf84,1,5e87e23026c3d175768b456d
B0FFI7LHF3,wtmf84,1,5e87e23026c3d175768b456d
B023F01AY5,wtmf84,1,5e87e23026c3d175768b456d
B023F0OU5P,wtmf84,1,5e87e23026c3d175768b456d
B023F0358O,wtmf84,1,5e87e23026c3d175768b456d
B023F02J7F,wtmf84,1,5e87e23026c3d175768b456d
B0FFFZ0O24,wtmf84,1,5e87e23026c3d175768b456d
B0FFGZYOQA,wtmf9v,1,
B0FFIQZNMM,wtmf9v,1,
B023F0P4WS,wtmf9v,1,
B023F02QGT,wtmf9v,1,
B023F0P4ML,wtmf9v,1,
B023F02KED,wtmf9v,1,
B023F01KH6,wtmf9v,1,
B0FFH69TCS,wtmf9v,1,
B023F0P9GP,wtmf9v,1,
B023F02ZHI,wtmfyt,1,
B0FFHEVGHP,wtmfyt,1,
B023F0P6DR,wtmfyt,1,
B023F02WSY,wtmfyt,1,
B0FFGLR943,wtmfyt,1,
B0FFKPVOFV,wtmfyt,1,
B023F02WSE,wtmfyt,1,
B023F02UIF,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F01XQA,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F0P336,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F02UA8,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F0OT1W,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F02SZ8,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F019Q3,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F0PX6V,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F02TZB,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F00M6L,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F02U8T,wtmejs,1,5ce7768e25e1f7d35e8b456c
B023F0P2J1,wtmejs,1,5ce7768e25e1f7d35e8b456c
B0FFHE9NN6,wtmenp,1,5f817353cd6a4e00016c0625
B023F023TA,wtmenp,1,5f817353cd6a4e00016c0625
B023F02T9T,wtmenp,1,5f817353cd6a4e00016c0625
B0FFF9V2T9,wtmenp,1,5f817353cd6a4e00016c0625
B0FFG05MQR,wtmenp,1,5f817353cd6a4e00016c0625
B0FFHB8A7W,wtmenp,1,5f817353cd6a4e00016c0625
B0FFF9V77C,wtmenp,1,5f817353cd6a4e00016c0625
B0FFF9V1WS,wtmenp,1,5f817353cd6a4e00016c0625
B023F0RA9X,wtmenp,1,5f817353cd6a4e00016c0625
B0FFF9V4S6,wtmenp,1,5f817353cd6a4e00016c0625
B023F0OU67,wtmenp,1,5f817353cd6a4e00016c0625
B023F0POWU,wtmdx2,1,
B023F03AG0,wtmdx2,1,
B023F02QGX,wtmdx2,1,
B023F02JZV,wtmeqk,1,
B023F0POU4,wtmeqk,1,
B0FFF9V59M,wtmeqk,1,
B0FFJBCTVE,wtmeqk,1,
B0FFF2945A,wtmeqk,1,
B0FFH6KROP,wtmeqk,1,
B0FFGLRYDX,wtmejv,1,5f817353cd6a4e00016c0625
B023F0PJCR,wtmejv,1,5f817353cd6a4e00016c0625
B023F02QGM,wtmejv,1,5f817353cd6a4e00016c0625
B023F0QF6Y,wtmejv,1,5f817353cd6a4e00016c0625
B023F0PH72,wtmejv,1,5f817353cd6a4e00016c0625
B0FFF0DL6N,wtmejv,1,5f817353cd6a4e00016c0625
B023F01FKQ,wtmejv,1,5f817353cd6a4e00016c0625
B023F02RXQ,wtmejv,1,5f817353cd6a4e00016c0625
B023F0QF6M,wtmejv,1,5f817353cd6a4e00016c0625
B023F02QGL,wtmejv,1,5f817353cd6a4e00016c0625
B023F02M7E,wtmejv,1,5f817353cd6a4e00016c0625
B023F02SQJ,wtmejv,1,5f817353cd6a4e00016c0625
B023F0P9FS,wtmejv,1,5f817353cd6a4e00016c0625
B023F0Q76O,wtmejv,1,5f817353cd6a4e00016c0625
B023F0P6B7,wtmejv,1,5f817353cd6a4e00016c0625
B023F02GWR,wtmejv,1,5f817353cd6a4e00016c0625
B023F02T80,wtmejv,1,5f817353cd6a4e00016c0625
B023F02U0L,wtmejv,1,5f817353cd6a4e00016c0625
B023F02U0N,wtmejv,1,5f817353cd6a4e00016c0625
B023F0QRZG,wtmejv,1,5f817353cd6a4e00016c0625
B023F0P3QL,wtmejv,1,5f817353cd6a4e00016c0625
B023F02N8V,wtmejv,1,5f817353cd6a4e00016c0625
B023F0P4MF,wtmejv,1,5f817353cd6a4e00016c0625
B023F02U0E,wtmejv,1,5f817353cd6a4e00016c0625
B023F0Q1CK,wtmfbk,1,
B0FFIDG53C,wtmfbk,1,
B0FFJ61OQ8,wtmfbk,1,
B0FFIDG5A8,wtmfbk,1,
B023F02TZE,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0S0FS,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F01JEB,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0QV4D,wtmej9,1,5ce7760e25e1f7d35e8b456a
B0FFFPV7QW,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0ORV6,wtmej9,1,5ce7760e25e1f7d35e8b456a
B0FFG7DI3A,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F02OEY,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F02UMN,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0008B,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F01BH7,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F03B56,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0197F,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0QF7H,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F02UGD,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0PU58,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F02KC0,wtmej9,1,5ce7760e25e1f7d35e8b456a
B0FFIPKQGA,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F02U5Z,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F01YG4,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0QVAV,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0Q72Z,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0P2S0,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F02UFF,wtmej9,1,5ce7760e25e1f7d35e8b456a
B023F0P2F5,wtmej9,1,5ce7760e25e1f7d35e8b456a
B0FFFGWDOM,wtmf8j,1,5e87e20f26c3d175768b456c
B023F02J20,wtmf8j,1,5e87e20f26c3d175768b456c
B023F01ITF,wtmf8j,1,5e87e20f26c3d175768b456c
B023F0OT08,wtmf8j,1,5e87e20f26c3d175768b456c
B0FFH1LSN1,wtmf8j,1,5e87e20f26c3d175768b456c
B023F0OROV,wtmf8j,1,5e87e20f26c3d175768b456c
B023F0OTP5,wtmf8j,1,5e87e20f26c3d175768b456c
B023F018P1,wtmf8j,1,5e87e20f26c3d175768b456c
B0FFFGYFCZ,wtmf8j,1,5e87e20f26c3d175768b456c
B0FFGCQUSR,wtmf8j,1,5e87e20f26c3d175768b456c
B023F0344K,wtmf8j,1,5e87e20f26c3d175768b456c
B023F02NJV,wtmf8j,1,5e87e20f26c3d175768b456c
B023F024U5,wtmf8j,1,5e87e20f26c3d175768b456c
B023F02IRR,wtmf8j,1,5e87e20f26c3d175768b456c
B023F0QJ57,wtmf8j,1,5e87e20f26c3d175768b456c
B023F0S04K,wtmf8j,1,5e87e20f26c3d175768b456c
B023F02KFF,wtmf8j,1,5e87e20f26c3d175768b456c
B023F01I03,wtmf8j,1,5e87e20f26c3d175768b456c
B023F0P3G3,wtmf8j,1,5e87e20f26c3d175768b456c
B023F02IQA,wtmf8j,1,5e87e20f26c3d175768b456c
B023F0Q730,wtmfyu,1,
B023F0QF7C,wtmfyu,1,
B023F02XVD,wtmfyu,1,
B0FFH4NBZ1,wtmfyu,1,
B023F0OS21,wtmfyu,1,
B023F02KM5,wtmfyu,1,
B023F00B03,wtmfyu,1,
B0FFFPLYJW,wtmfyu,1,
B023F02ZGS,wtmfyu,1,
B0FFGB5GF3,wtmfyu,1,
B0FFHGCXPF,wtmf9z,1,
B023F036L0,wtmf9z,1,
B0FFHHT61C,wtmf9z,1,
B023F02VII,wtmf9z,1,
B0FFF9V7C3,wtmg89,1,
B023F02TTO,wtmg89,1,
B0FFF9V7CC,wtmg89,1,
B0FFF9VDP2,wtmg89,1,
B023F02U3M,wtmg89,1,
B023F035FT,wtmg89,1,
B023F0P3M7,wtmf8k,1,5e87e20f26c3d175768b456c
B023F02IRG,wtmf8k,1,5e87e20f26c3d175768b456c
B023F01CY7,wtmf8k,1,5e87e20f26c3d175768b456c
B023F0OTN7,wtmf8k,1,5e87e20f26c3d175768b456c
B023F00OTF,wtmf8k,1,5e87e20f26c3d175768b456c
B023F01DLW,wtmf8k,1,5e87e20f26c3d175768b456c
B0FFGHZBZO,wtmf8k,1,5e87e20f26c3d175768b456c
B023F01EPF,wtmf8k,1,5e87e20f26c3d175768b456c
B0FFGIZECN,wtmf8k,1,5e87e20f26c3d175768b456c
B023F0PVI7,wtmf8k,1,5e87e20f26c3d175768b456c
B0FFFGW1XM,wtmf8k,1,5e87e20f26c3d175768b456c
B0FFFGWC6D,wtmf8k,1,5e87e20f26c3d175768b456c
B0FFG9FG52,wtmf8k,1,5e87e20f26c3d175768b456c
B023F01A8B,wtmf8k,1,5e87e20f26c3d175768b456c
B023F005BD,wtmf8k,1,5e87e20f26c3d175768b456c
B023F02IYQ,wtmf8k,1,5e87e20f26c3d175768b456c
B023F0QF6P,wtmf8k,1,5e87e20f26c3d175768b456c
B0FFFGW4M5,wtmf8k,1,5e87e20f26c3d175768b456c
B023F0OTP2,wtmf8k,1,5e87e20f26c3d175768b456c
B023F02J6T,wtmf8k,1,5e87e20f26c3d175768b456c
B023F0OUVG,wtmf8k,1,5e87e20f26c3d175768b456c
B023F0OTYK,wtmf8k,1,5e87e20f26c3d175768b456c
B023F0QLMQ,wtmf8k,1,5e87e20f26c3d175768b456c
B023F0OTYL,wtmf8k,1,5e87e20f26c3d175768b456c
B0FFFGW1CQ,wtmf8k,1,5e87e20f26c3d175768b456c
B0FFF3NINA,wtme6d,1,
B023F0QV97,wtmeng,1,5ce7760e25e1f7d35e8b456a
B023F031NM,wtmcyj,1,
B023F0OTN3,wtmdxs,1,
B023F035DG,wtmdxs,1,
B023F02ITC,wtmdxs,1,
B023F025UF,wtmdxs,1,
B023F01CRN,wtmdxs,1,
B023F02KJI,wtmdxs,1,
B023F0OTML,wtmdxs,1,
B023F01OKG,wtmdxs,1,
B023F035G9,wtmdxs,1,
B023F01WOL,wtmdxs,1,
B023F0P2BN,wtmdxs,1,
B023F034K2,wtmdxs,1,
B023F01K5P,wtmdxs,1,
B023F02JI0,wtmdxs,1,
B023F0PXJV,wtmdxs,1,
B023F02JI1,wtmdxs,1,
B023F02L8W,wtmdxs,1,
B023F02JBQ,wtmdxs,1,
B023F0QJU6,wtmdxs,1,
B0FFG9AMYH,wtmdxs,1,
B023F0OUXA,wtmdxs,1,
B023F0OTN2,wtmdxs,1,
B023F0OTN4,wtmdxs,1,
B023F01DTO,wtmdxs,1,
B023F0OTQ8,wtmdxs,1,
B0FFG835LF,wtmg0b,1,
B023F02SY9,wtmejt,1,5f817353cd6a4e00016c0625
